,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
1589,1956,2690,4159,9805,9805,9805,IMG_0084_,IMG_0084_3_3_0031SET_registered.tif,IMG_0084_2_3_0031SET_registered.tif,IMG_0084_1_3_0031SET_registered.tif,IMG_0084_5_3_0031SET_registered.tif,IMG_0084_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1590,1957,2691,4160,9806,9806,9806,IMG_0028_,IMG_0028_3_3_0031SET_registered.tif,IMG_0028_2_3_0031SET_registered.tif,IMG_0028_1_3_0031SET_registered.tif,IMG_0028_5_3_0031SET_registered.tif,IMG_0028_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1591,1958,2692,4161,9807,9807,9807,IMG_0030_,IMG_0030_3_3_0031SET_registered.tif,IMG_0030_2_3_0031SET_registered.tif,IMG_0030_1_3_0031SET_registered.tif,IMG_0030_5_3_0031SET_registered.tif,IMG_0030_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1592,1959,2693,4162,9808,9808,9808,IMG_0033_,IMG_0033_3_3_0031SET_registered.tif,IMG_0033_2_3_0031SET_registered.tif,IMG_0033_1_3_0031SET_registered.tif,IMG_0033_5_3_0031SET_registered.tif,IMG_0033_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1593,1960,2694,4163,9809,9809,9809,IMG_0009_,IMG_0009_3_3_0031SET_registered.tif,IMG_0009_2_3_0031SET_registered.tif,IMG_0009_1_3_0031SET_registered.tif,IMG_0009_5_3_0031SET_registered.tif,IMG_0009_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1594,1961,2695,4164,9810,9810,9810,IMG_0006_,IMG_0006_3_3_0031SET_registered.tif,IMG_0006_2_3_0031SET_registered.tif,IMG_0006_1_3_0031SET_registered.tif,IMG_0006_5_3_0031SET_registered.tif,IMG_0006_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1595,1962,2696,4165,9811,9811,9811,IMG_0091_,IMG_0091_3_3_0031SET_registered.tif,IMG_0091_2_3_0031SET_registered.tif,IMG_0091_1_3_0031SET_registered.tif,IMG_0091_5_3_0031SET_registered.tif,IMG_0091_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1596,1963,2697,4166,9812,9812,9812,IMG_0080_,IMG_0080_3_3_0031SET_registered.tif,IMG_0080_2_3_0031SET_registered.tif,IMG_0080_1_3_0031SET_registered.tif,IMG_0080_5_3_0031SET_registered.tif,IMG_0080_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1597,1964,2698,4167,9813,9813,9813,IMG_0026_,IMG_0026_3_3_0031SET_registered.tif,IMG_0026_2_3_0031SET_registered.tif,IMG_0026_1_3_0031SET_registered.tif,IMG_0026_5_3_0031SET_registered.tif,IMG_0026_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1598,1965,2699,4168,9814,9814,9814,IMG_0021_,IMG_0021_3_3_0031SET_registered.tif,IMG_0021_2_3_0031SET_registered.tif,IMG_0021_1_3_0031SET_registered.tif,IMG_0021_5_3_0031SET_registered.tif,IMG_0021_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1599,1966,2700,4169,9815,9815,9815,IMG_0065_,IMG_0065_3_3_0031SET_registered.tif,IMG_0065_2_3_0031SET_registered.tif,IMG_0065_1_3_0031SET_registered.tif,IMG_0065_5_3_0031SET_registered.tif,IMG_0065_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1600,1967,2701,4170,9816,9816,9816,IMG_0043_,IMG_0043_3_3_0031SET_registered.tif,IMG_0043_2_3_0031SET_registered.tif,IMG_0043_1_3_0031SET_registered.tif,IMG_0043_5_3_0031SET_registered.tif,IMG_0043_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1601,1968,2702,4171,9817,9817,9817,IMG_0071_,IMG_0071_3_3_0031SET_registered.tif,IMG_0071_2_3_0031SET_registered.tif,IMG_0071_1_3_0031SET_registered.tif,IMG_0071_5_3_0031SET_registered.tif,IMG_0071_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1602,1969,2703,4172,9818,9818,9818,IMG_0063_,IMG_0063_3_3_0031SET_registered.tif,IMG_0063_2_3_0031SET_registered.tif,IMG_0063_1_3_0031SET_registered.tif,IMG_0063_5_3_0031SET_registered.tif,IMG_0063_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1603,1970,2704,4173,9819,9819,9819,IMG_0099_,IMG_0099_3_3_0031SET_registered.tif,IMG_0099_2_3_0031SET_registered.tif,IMG_0099_1_3_0031SET_registered.tif,IMG_0099_5_3_0031SET_registered.tif,IMG_0099_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1604,1971,2705,4174,9820,9820,9820,IMG_0023_,IMG_0023_3_3_0031SET_registered.tif,IMG_0023_2_3_0031SET_registered.tif,IMG_0023_1_3_0031SET_registered.tif,IMG_0023_5_3_0031SET_registered.tif,IMG_0023_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1605,1972,2706,4175,9821,9821,9821,IMG_0067_,IMG_0067_3_3_0031SET_registered.tif,IMG_0067_2_3_0031SET_registered.tif,IMG_0067_1_3_0031SET_registered.tif,IMG_0067_5_3_0031SET_registered.tif,IMG_0067_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1606,1973,2707,4176,9822,9822,9822,IMG_0076_,IMG_0076_3_3_0031SET_registered.tif,IMG_0076_2_3_0031SET_registered.tif,IMG_0076_1_3_0031SET_registered.tif,IMG_0076_5_3_0031SET_registered.tif,IMG_0076_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1607,1974,2708,4177,9823,9823,9823,IMG_0087_,IMG_0087_3_3_0031SET_registered.tif,IMG_0087_2_3_0031SET_registered.tif,IMG_0087_1_3_0031SET_registered.tif,IMG_0087_5_3_0031SET_registered.tif,IMG_0087_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1608,1975,2709,4178,9824,9824,9824,IMG_0068_,IMG_0068_3_3_0031SET_registered.tif,IMG_0068_2_3_0031SET_registered.tif,IMG_0068_1_3_0031SET_registered.tif,IMG_0068_5_3_0031SET_registered.tif,IMG_0068_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1609,1976,2710,4179,9825,9825,9825,IMG_0082_,IMG_0082_3_3_0031SET_registered.tif,IMG_0082_2_3_0031SET_registered.tif,IMG_0082_1_3_0031SET_registered.tif,IMG_0082_5_3_0031SET_registered.tif,IMG_0082_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1610,1977,2711,4180,9826,9826,9826,IMG_0002_,IMG_0002_3_3_0031SET_registered.tif,IMG_0002_2_3_0031SET_registered.tif,IMG_0002_1_3_0031SET_registered.tif,IMG_0002_5_3_0031SET_registered.tif,IMG_0002_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1611,1978,2712,4181,9827,9827,9827,IMG_0005_,IMG_0005_3_3_0031SET_registered.tif,IMG_0005_2_3_0031SET_registered.tif,IMG_0005_1_3_0031SET_registered.tif,IMG_0005_5_3_0031SET_registered.tif,IMG_0005_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1612,1979,2713,4182,9828,9828,9828,IMG_0012_,IMG_0012_3_3_0031SET_registered.tif,IMG_0012_2_3_0031SET_registered.tif,IMG_0012_1_3_0031SET_registered.tif,IMG_0012_5_3_0031SET_registered.tif,IMG_0012_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1613,1980,2714,4183,9829,9829,9829,IMG_0035_,IMG_0035_3_3_0031SET_registered.tif,IMG_0035_2_3_0031SET_registered.tif,IMG_0035_1_3_0031SET_registered.tif,IMG_0035_5_3_0031SET_registered.tif,IMG_0035_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1614,1981,2715,4184,9830,9830,9830,IMG_0022_,IMG_0022_3_3_0031SET_registered.tif,IMG_0022_2_3_0031SET_registered.tif,IMG_0022_1_3_0031SET_registered.tif,IMG_0022_5_3_0031SET_registered.tif,IMG_0022_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1615,1982,2716,4185,9831,9831,9831,IMG_0096_,IMG_0096_3_3_0031SET_registered.tif,IMG_0096_2_3_0031SET_registered.tif,IMG_0096_1_3_0031SET_registered.tif,IMG_0096_5_3_0031SET_registered.tif,IMG_0096_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1616,1983,2717,4186,9832,9832,9832,IMG_0056_,IMG_0056_3_3_0031SET_registered.tif,IMG_0056_2_3_0031SET_registered.tif,IMG_0056_1_3_0031SET_registered.tif,IMG_0056_5_3_0031SET_registered.tif,IMG_0056_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1617,1984,2718,4187,9833,9833,9833,IMG_0031_,IMG_0031_3_3_0031SET_registered.tif,IMG_0031_2_3_0031SET_registered.tif,IMG_0031_1_3_0031SET_registered.tif,IMG_0031_5_3_0031SET_registered.tif,IMG_0031_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1618,1985,2719,4188,9834,9834,9834,IMG_0057_,IMG_0057_3_3_0031SET_registered.tif,IMG_0057_2_3_0031SET_registered.tif,IMG_0057_1_3_0031SET_registered.tif,IMG_0057_5_3_0031SET_registered.tif,IMG_0057_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1619,1986,2720,4189,9835,9835,9835,IMG_0038_,IMG_0038_3_3_0031SET_registered.tif,IMG_0038_2_3_0031SET_registered.tif,IMG_0038_1_3_0031SET_registered.tif,IMG_0038_5_3_0031SET_registered.tif,IMG_0038_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1620,1987,2721,4190,9836,9836,9836,IMG_0008_,IMG_0008_3_3_0031SET_registered.tif,IMG_0008_2_3_0031SET_registered.tif,IMG_0008_1_3_0031SET_registered.tif,IMG_0008_5_3_0031SET_registered.tif,IMG_0008_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1621,1988,2722,4191,9837,9837,9837,IMG_0029_,IMG_0029_3_3_0031SET_registered.tif,IMG_0029_2_3_0031SET_registered.tif,IMG_0029_1_3_0031SET_registered.tif,IMG_0029_5_3_0031SET_registered.tif,IMG_0029_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1622,1989,2723,4192,9838,9838,9838,IMG_0070_,IMG_0070_3_3_0031SET_registered.tif,IMG_0070_2_3_0031SET_registered.tif,IMG_0070_1_3_0031SET_registered.tif,IMG_0070_5_3_0031SET_registered.tif,IMG_0070_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1623,1990,2724,4193,9839,9839,9839,IMG_0007_,IMG_0007_3_3_0031SET_registered.tif,IMG_0007_2_3_0031SET_registered.tif,IMG_0007_1_3_0031SET_registered.tif,IMG_0007_5_3_0031SET_registered.tif,IMG_0007_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1624,1991,2725,4194,9840,9840,9840,IMG_0066_,IMG_0066_3_3_0031SET_registered.tif,IMG_0066_2_3_0031SET_registered.tif,IMG_0066_1_3_0031SET_registered.tif,IMG_0066_5_3_0031SET_registered.tif,IMG_0066_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1625,1992,2726,4195,9841,9841,9841,IMG_0015_,IMG_0015_3_3_0031SET_registered.tif,IMG_0015_2_3_0031SET_registered.tif,IMG_0015_1_3_0031SET_registered.tif,IMG_0015_5_3_0031SET_registered.tif,IMG_0015_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1626,1993,2727,4196,9842,9842,9842,IMG_0062_,IMG_0062_3_3_0031SET_registered.tif,IMG_0062_2_3_0031SET_registered.tif,IMG_0062_1_3_0031SET_registered.tif,IMG_0062_5_3_0031SET_registered.tif,IMG_0062_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1627,1994,2728,4197,9843,9843,9843,IMG_0036_,IMG_0036_3_3_0031SET_registered.tif,IMG_0036_2_3_0031SET_registered.tif,IMG_0036_1_3_0031SET_registered.tif,IMG_0036_5_3_0031SET_registered.tif,IMG_0036_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1628,1995,2729,4198,9844,9844,9844,IMG_0073_,IMG_0073_3_3_0031SET_registered.tif,IMG_0073_2_3_0031SET_registered.tif,IMG_0073_1_3_0031SET_registered.tif,IMG_0073_5_3_0031SET_registered.tif,IMG_0073_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1629,1996,2730,4199,9845,9845,9845,IMG_0011_,IMG_0011_3_3_0031SET_registered.tif,IMG_0011_2_3_0031SET_registered.tif,IMG_0011_1_3_0031SET_registered.tif,IMG_0011_5_3_0031SET_registered.tif,IMG_0011_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1630,1997,2731,4200,9846,9846,9846,IMG_0083_,IMG_0083_3_3_0031SET_registered.tif,IMG_0083_2_3_0031SET_registered.tif,IMG_0083_1_3_0031SET_registered.tif,IMG_0083_5_3_0031SET_registered.tif,IMG_0083_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1631,1998,2732,4201,9847,9847,9847,IMG_0075_,IMG_0075_3_3_0031SET_registered.tif,IMG_0075_2_3_0031SET_registered.tif,IMG_0075_1_3_0031SET_registered.tif,IMG_0075_5_3_0031SET_registered.tif,IMG_0075_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1632,1999,2733,4202,9848,9848,9848,IMG_0027_,IMG_0027_3_3_0031SET_registered.tif,IMG_0027_2_3_0031SET_registered.tif,IMG_0027_1_3_0031SET_registered.tif,IMG_0027_5_3_0031SET_registered.tif,IMG_0027_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1633,2000,2734,4203,9849,9849,9849,IMG_0017_,IMG_0017_3_3_0031SET_registered.tif,IMG_0017_2_3_0031SET_registered.tif,IMG_0017_1_3_0031SET_registered.tif,IMG_0017_5_3_0031SET_registered.tif,IMG_0017_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1634,2001,2735,4204,9850,9850,9850,IMG_0078_,IMG_0078_3_3_0031SET_registered.tif,IMG_0078_2_3_0031SET_registered.tif,IMG_0078_1_3_0031SET_registered.tif,IMG_0078_5_3_0031SET_registered.tif,IMG_0078_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1635,2002,2736,4205,9851,9851,9851,IMG_0025_,IMG_0025_3_3_0031SET_registered.tif,IMG_0025_2_3_0031SET_registered.tif,IMG_0025_1_3_0031SET_registered.tif,IMG_0025_5_3_0031SET_registered.tif,IMG_0025_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1636,2003,2737,4206,9852,9852,9852,IMG_0018_,IMG_0018_3_3_0031SET_registered.tif,IMG_0018_2_3_0031SET_registered.tif,IMG_0018_1_3_0031SET_registered.tif,IMG_0018_5_3_0031SET_registered.tif,IMG_0018_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1637,2004,2738,4207,9853,9853,9853,IMG_0049_,IMG_0049_3_3_0031SET_registered.tif,IMG_0049_2_3_0031SET_registered.tif,IMG_0049_1_3_0031SET_registered.tif,IMG_0049_5_3_0031SET_registered.tif,IMG_0049_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1638,2005,2739,4208,9854,9854,9854,IMG_0100_,IMG_0100_3_3_0031SET_registered.tif,IMG_0100_2_3_0031SET_registered.tif,IMG_0100_1_3_0031SET_registered.tif,IMG_0100_5_3_0031SET_registered.tif,IMG_0100_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1639,2006,2740,4209,9855,9855,9855,IMG_0102_,IMG_0102_3_3_0031SET_registered.tif,IMG_0102_2_3_0031SET_registered.tif,IMG_0102_1_3_0031SET_registered.tif,IMG_0102_5_3_0031SET_registered.tif,IMG_0102_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1640,2007,2741,4210,9856,9856,9856,IMG_0053_,IMG_0053_3_3_0031SET_registered.tif,IMG_0053_2_3_0031SET_registered.tif,IMG_0053_1_3_0031SET_registered.tif,IMG_0053_5_3_0031SET_registered.tif,IMG_0053_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1641,2008,2742,4211,9857,9857,9857,IMG_0093_,IMG_0093_3_3_0031SET_registered.tif,IMG_0093_2_3_0031SET_registered.tif,IMG_0093_1_3_0031SET_registered.tif,IMG_0093_5_3_0031SET_registered.tif,IMG_0093_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1642,2009,2743,4212,9858,9858,9858,IMG_0090_,IMG_0090_3_3_0031SET_registered.tif,IMG_0090_2_3_0031SET_registered.tif,IMG_0090_1_3_0031SET_registered.tif,IMG_0090_5_3_0031SET_registered.tif,IMG_0090_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1643,2010,2744,4213,9859,9859,9859,IMG_0046_,IMG_0046_3_3_0031SET_registered.tif,IMG_0046_2_3_0031SET_registered.tif,IMG_0046_1_3_0031SET_registered.tif,IMG_0046_5_3_0031SET_registered.tif,IMG_0046_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1644,2011,2745,4214,9860,9860,9860,IMG_0061_,IMG_0061_3_3_0031SET_registered.tif,IMG_0061_2_3_0031SET_registered.tif,IMG_0061_1_3_0031SET_registered.tif,IMG_0061_5_3_0031SET_registered.tif,IMG_0061_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1645,2012,2746,4215,9861,9861,9861,IMG_0013_,IMG_0013_3_3_0031SET_registered.tif,IMG_0013_2_3_0031SET_registered.tif,IMG_0013_1_3_0031SET_registered.tif,IMG_0013_5_3_0031SET_registered.tif,IMG_0013_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1646,2013,2747,4216,9862,9862,9862,IMG_0044_,IMG_0044_3_3_0031SET_registered.tif,IMG_0044_2_3_0031SET_registered.tif,IMG_0044_1_3_0031SET_registered.tif,IMG_0044_5_3_0031SET_registered.tif,IMG_0044_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1647,2014,2748,4217,9863,9863,9863,IMG_0064_,IMG_0064_3_3_0031SET_registered.tif,IMG_0064_2_3_0031SET_registered.tif,IMG_0064_1_3_0031SET_registered.tif,IMG_0064_5_3_0031SET_registered.tif,IMG_0064_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1648,2015,2749,4218,9864,9864,9864,IMG_0047_,IMG_0047_3_3_0031SET_registered.tif,IMG_0047_2_3_0031SET_registered.tif,IMG_0047_1_3_0031SET_registered.tif,IMG_0047_5_3_0031SET_registered.tif,IMG_0047_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
1649,2016,2750,4219,9865,9865,9865,IMG_0052_,IMG_0052_3_3_0031SET_registered.tif,IMG_0052_2_3_0031SET_registered.tif,IMG_0052_1_3_0031SET_registered.tif,IMG_0052_5_3_0031SET_registered.tif,IMG_0052_4_3_0031SET_registered.tif,Field87,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field87/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
