,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
1758,3227,1907,1907,1907,IMG_0091_,IMG_0091_3_0200SET_registered.tif,IMG_0091_2_0200SET_registered.tif,IMG_0091_1_0200SET_registered.tif,IMG_0091_5_0200SET_registered.tif,IMG_0091_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1759,3228,1908,1908,1908,IMG_0118_,IMG_0118_3_0200SET_registered.tif,IMG_0118_2_0200SET_registered.tif,IMG_0118_1_0200SET_registered.tif,IMG_0118_5_0200SET_registered.tif,IMG_0118_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1760,3229,1909,1909,1909,IMG_0121_,IMG_0121_3_0200SET_registered.tif,IMG_0121_2_0200SET_registered.tif,IMG_0121_1_0200SET_registered.tif,IMG_0121_5_0200SET_registered.tif,IMG_0121_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1761,3230,1910,1910,1910,IMG_0122_,IMG_0122_3_0200SET_registered.tif,IMG_0122_2_0200SET_registered.tif,IMG_0122_1_0200SET_registered.tif,IMG_0122_5_0200SET_registered.tif,IMG_0122_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1762,3231,1911,1911,1911,IMG_0044_,IMG_0044_3_0200SET_registered.tif,IMG_0044_2_0200SET_registered.tif,IMG_0044_1_0200SET_registered.tif,IMG_0044_5_0200SET_registered.tif,IMG_0044_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1763,3232,1912,1912,1912,IMG_0113_,IMG_0113_3_0200SET_registered.tif,IMG_0113_2_0200SET_registered.tif,IMG_0113_1_0200SET_registered.tif,IMG_0113_5_0200SET_registered.tif,IMG_0113_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1764,3233,1913,1913,1913,IMG_0115_,IMG_0115_3_0200SET_registered.tif,IMG_0115_2_0200SET_registered.tif,IMG_0115_1_0200SET_registered.tif,IMG_0115_5_0200SET_registered.tif,IMG_0115_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1765,3234,1914,1914,1914,IMG_0053_,IMG_0053_3_0200SET_registered.tif,IMG_0053_2_0200SET_registered.tif,IMG_0053_1_0200SET_registered.tif,IMG_0053_5_0200SET_registered.tif,IMG_0053_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1766,3235,1915,1915,1915,IMG_0117_,IMG_0117_3_0200SET_registered.tif,IMG_0117_2_0200SET_registered.tif,IMG_0117_1_0200SET_registered.tif,IMG_0117_5_0200SET_registered.tif,IMG_0117_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1767,3236,1916,1916,1916,IMG_0116_,IMG_0116_3_0200SET_registered.tif,IMG_0116_2_0200SET_registered.tif,IMG_0116_1_0200SET_registered.tif,IMG_0116_5_0200SET_registered.tif,IMG_0116_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1768,3237,1917,1917,1917,IMG_0100_,IMG_0100_3_0200SET_registered.tif,IMG_0100_2_0200SET_registered.tif,IMG_0100_1_0200SET_registered.tif,IMG_0100_5_0200SET_registered.tif,IMG_0100_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1769,3238,1918,1918,1918,IMG_0111_,IMG_0111_3_0200SET_registered.tif,IMG_0111_2_0200SET_registered.tif,IMG_0111_1_0200SET_registered.tif,IMG_0111_5_0200SET_registered.tif,IMG_0111_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1770,3239,1919,1919,1919,IMG_0076_,IMG_0076_3_0200SET_registered.tif,IMG_0076_2_0200SET_registered.tif,IMG_0076_1_0200SET_registered.tif,IMG_0076_5_0200SET_registered.tif,IMG_0076_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1771,3240,1920,1920,1920,IMG_0081_,IMG_0081_3_0200SET_registered.tif,IMG_0081_2_0200SET_registered.tif,IMG_0081_1_0200SET_registered.tif,IMG_0081_5_0200SET_registered.tif,IMG_0081_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1772,3241,1921,1921,1921,IMG_0032_,IMG_0032_3_0200SET_registered.tif,IMG_0032_2_0200SET_registered.tif,IMG_0032_1_0200SET_registered.tif,IMG_0032_5_0200SET_registered.tif,IMG_0032_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1773,3242,1922,1922,1922,IMG_0029_,IMG_0029_3_0200SET_registered.tif,IMG_0029_2_0200SET_registered.tif,IMG_0029_1_0200SET_registered.tif,IMG_0029_5_0200SET_registered.tif,IMG_0029_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1774,3243,1923,1923,1923,IMG_0071_,IMG_0071_3_0200SET_registered.tif,IMG_0071_2_0200SET_registered.tif,IMG_0071_1_0200SET_registered.tif,IMG_0071_5_0200SET_registered.tif,IMG_0071_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1775,3244,1924,1924,1924,IMG_0016_,IMG_0016_3_0200SET_registered.tif,IMG_0016_2_0200SET_registered.tif,IMG_0016_1_0200SET_registered.tif,IMG_0016_5_0200SET_registered.tif,IMG_0016_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1776,3245,1925,1925,1925,IMG_0039_,IMG_0039_3_0200SET_registered.tif,IMG_0039_2_0200SET_registered.tif,IMG_0039_1_0200SET_registered.tif,IMG_0039_5_0200SET_registered.tif,IMG_0039_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1777,3246,1926,1926,1926,IMG_0063_,IMG_0063_3_0200SET_registered.tif,IMG_0063_2_0200SET_registered.tif,IMG_0063_1_0200SET_registered.tif,IMG_0063_5_0200SET_registered.tif,IMG_0063_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1778,3247,1927,1927,1927,IMG_0073_,IMG_0073_3_0200SET_registered.tif,IMG_0073_2_0200SET_registered.tif,IMG_0073_1_0200SET_registered.tif,IMG_0073_5_0200SET_registered.tif,IMG_0073_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1779,3248,1928,1928,1928,IMG_0050_,IMG_0050_3_0200SET_registered.tif,IMG_0050_2_0200SET_registered.tif,IMG_0050_1_0200SET_registered.tif,IMG_0050_5_0200SET_registered.tif,IMG_0050_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1780,3249,1929,1929,1929,IMG_0085_,IMG_0085_3_0200SET_registered.tif,IMG_0085_2_0200SET_registered.tif,IMG_0085_1_0200SET_registered.tif,IMG_0085_5_0200SET_registered.tif,IMG_0085_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1781,3250,1930,1930,1930,IMG_0079_,IMG_0079_3_0200SET_registered.tif,IMG_0079_2_0200SET_registered.tif,IMG_0079_1_0200SET_registered.tif,IMG_0079_5_0200SET_registered.tif,IMG_0079_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1782,3251,1931,1931,1931,IMG_0006_,IMG_0006_3_0200SET_registered.tif,IMG_0006_2_0200SET_registered.tif,IMG_0006_1_0200SET_registered.tif,IMG_0006_5_0200SET_registered.tif,IMG_0006_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1783,3252,1932,1932,1932,IMG_0093_,IMG_0093_3_0200SET_registered.tif,IMG_0093_2_0200SET_registered.tif,IMG_0093_1_0200SET_registered.tif,IMG_0093_5_0200SET_registered.tif,IMG_0093_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1784,3253,1933,1933,1933,IMG_0108_,IMG_0108_3_0200SET_registered.tif,IMG_0108_2_0200SET_registered.tif,IMG_0108_1_0200SET_registered.tif,IMG_0108_5_0200SET_registered.tif,IMG_0108_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1785,3254,1934,1934,1934,IMG_0005_,IMG_0005_3_0200SET_registered.tif,IMG_0005_2_0200SET_registered.tif,IMG_0005_1_0200SET_registered.tif,IMG_0005_5_0200SET_registered.tif,IMG_0005_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1786,3255,1935,1935,1935,IMG_0003_,IMG_0003_3_0200SET_registered.tif,IMG_0003_2_0200SET_registered.tif,IMG_0003_1_0200SET_registered.tif,IMG_0003_5_0200SET_registered.tif,IMG_0003_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1787,3256,1936,1936,1936,IMG_0114_,IMG_0114_3_0200SET_registered.tif,IMG_0114_2_0200SET_registered.tif,IMG_0114_1_0200SET_registered.tif,IMG_0114_5_0200SET_registered.tif,IMG_0114_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1788,3257,1937,1937,1937,IMG_0090_,IMG_0090_3_0200SET_registered.tif,IMG_0090_2_0200SET_registered.tif,IMG_0090_1_0200SET_registered.tif,IMG_0090_5_0200SET_registered.tif,IMG_0090_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1789,3258,1938,1938,1938,IMG_0007_,IMG_0007_3_0200SET_registered.tif,IMG_0007_2_0200SET_registered.tif,IMG_0007_1_0200SET_registered.tif,IMG_0007_5_0200SET_registered.tif,IMG_0007_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1790,3259,1939,1939,1939,IMG_0014_,IMG_0014_3_0200SET_registered.tif,IMG_0014_2_0200SET_registered.tif,IMG_0014_1_0200SET_registered.tif,IMG_0014_5_0200SET_registered.tif,IMG_0014_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1791,3260,1940,1940,1940,IMG_0112_,IMG_0112_3_0200SET_registered.tif,IMG_0112_2_0200SET_registered.tif,IMG_0112_1_0200SET_registered.tif,IMG_0112_5_0200SET_registered.tif,IMG_0112_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1792,3261,1941,1941,1941,IMG_0004_,IMG_0004_3_0200SET_registered.tif,IMG_0004_2_0200SET_registered.tif,IMG_0004_1_0200SET_registered.tif,IMG_0004_5_0200SET_registered.tif,IMG_0004_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1793,3262,1942,1942,1942,IMG_0002_,IMG_0002_3_0200SET_registered.tif,IMG_0002_2_0200SET_registered.tif,IMG_0002_1_0200SET_registered.tif,IMG_0002_5_0200SET_registered.tif,IMG_0002_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1794,3263,1943,1943,1943,IMG_0008_,IMG_0008_3_0200SET_registered.tif,IMG_0008_2_0200SET_registered.tif,IMG_0008_1_0200SET_registered.tif,IMG_0008_5_0200SET_registered.tif,IMG_0008_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
1795,3264,1944,1944,1944,IMG_0022_,IMG_0022_3_4_0098SET_registered.tif,IMG_0022_2_4_0098SET_registered.tif,IMG_0022_1_4_0098SET_registered.tif,IMG_0022_5_4_0098SET_registered.tif,IMG_0022_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1796,3265,1945,1945,1945,IMG_0042_,IMG_0042_3_4_0098SET_registered.tif,IMG_0042_2_4_0098SET_registered.tif,IMG_0042_1_4_0098SET_registered.tif,IMG_0042_5_4_0098SET_registered.tif,IMG_0042_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1797,3266,1946,1946,1946,IMG_0010_,IMG_0010_3_4_0098SET_registered.tif,IMG_0010_2_4_0098SET_registered.tif,IMG_0010_1_4_0098SET_registered.tif,IMG_0010_5_4_0098SET_registered.tif,IMG_0010_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1798,3267,1947,1947,1947,IMG_0044_,IMG_0044_3_4_0098SET_registered.tif,IMG_0044_2_4_0098SET_registered.tif,IMG_0044_1_4_0098SET_registered.tif,IMG_0044_5_4_0098SET_registered.tif,IMG_0044_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1799,3268,1948,1948,1948,IMG_0079_,IMG_0079_3_4_0098SET_registered.tif,IMG_0079_2_4_0098SET_registered.tif,IMG_0079_1_4_0098SET_registered.tif,IMG_0079_5_4_0098SET_registered.tif,IMG_0079_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1800,3269,1949,1949,1949,IMG_0005_,IMG_0005_3_4_0098SET_registered.tif,IMG_0005_2_4_0098SET_registered.tif,IMG_0005_1_4_0098SET_registered.tif,IMG_0005_5_4_0098SET_registered.tif,IMG_0005_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1801,3270,1950,1950,1950,IMG_0088_,IMG_0088_3_4_0098SET_registered.tif,IMG_0088_2_4_0098SET_registered.tif,IMG_0088_1_4_0098SET_registered.tif,IMG_0088_5_4_0098SET_registered.tif,IMG_0088_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1802,3271,1951,1951,1951,IMG_0043_,IMG_0043_3_4_0098SET_registered.tif,IMG_0043_2_4_0098SET_registered.tif,IMG_0043_1_4_0098SET_registered.tif,IMG_0043_5_4_0098SET_registered.tif,IMG_0043_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1803,3272,1952,1952,1952,IMG_0024_,IMG_0024_3_4_0098SET_registered.tif,IMG_0024_2_4_0098SET_registered.tif,IMG_0024_1_4_0098SET_registered.tif,IMG_0024_5_4_0098SET_registered.tif,IMG_0024_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1804,3273,1953,1953,1953,IMG_0018_,IMG_0018_3_4_0098SET_registered.tif,IMG_0018_2_4_0098SET_registered.tif,IMG_0018_1_4_0098SET_registered.tif,IMG_0018_5_4_0098SET_registered.tif,IMG_0018_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1805,3274,1954,1954,1954,IMG_0093_,IMG_0093_3_4_0098SET_registered.tif,IMG_0093_2_4_0098SET_registered.tif,IMG_0093_1_4_0098SET_registered.tif,IMG_0093_5_4_0098SET_registered.tif,IMG_0093_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1806,3275,1955,1955,1955,IMG_0039_,IMG_0039_3_4_0098SET_registered.tif,IMG_0039_2_4_0098SET_registered.tif,IMG_0039_1_4_0098SET_registered.tif,IMG_0039_5_4_0098SET_registered.tif,IMG_0039_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1807,3276,1956,1956,1956,IMG_0082_,IMG_0082_3_4_0098SET_registered.tif,IMG_0082_2_4_0098SET_registered.tif,IMG_0082_1_4_0098SET_registered.tif,IMG_0082_5_4_0098SET_registered.tif,IMG_0082_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1808,3277,1957,1957,1957,IMG_0053_,IMG_0053_3_4_0098SET_registered.tif,IMG_0053_2_4_0098SET_registered.tif,IMG_0053_1_4_0098SET_registered.tif,IMG_0053_5_4_0098SET_registered.tif,IMG_0053_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1809,3278,1958,1958,1958,IMG_0080_,IMG_0080_3_4_0098SET_registered.tif,IMG_0080_2_4_0098SET_registered.tif,IMG_0080_1_4_0098SET_registered.tif,IMG_0080_5_4_0098SET_registered.tif,IMG_0080_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1810,3279,1959,1959,1959,IMG_0068_,IMG_0068_3_4_0098SET_registered.tif,IMG_0068_2_4_0098SET_registered.tif,IMG_0068_1_4_0098SET_registered.tif,IMG_0068_5_4_0098SET_registered.tif,IMG_0068_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1811,3280,1960,1960,1960,IMG_0038_,IMG_0038_3_4_0098SET_registered.tif,IMG_0038_2_4_0098SET_registered.tif,IMG_0038_1_4_0098SET_registered.tif,IMG_0038_5_4_0098SET_registered.tif,IMG_0038_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1812,3281,1961,1961,1961,IMG_0072_,IMG_0072_3_4_0098SET_registered.tif,IMG_0072_2_4_0098SET_registered.tif,IMG_0072_1_4_0098SET_registered.tif,IMG_0072_5_4_0098SET_registered.tif,IMG_0072_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1813,3282,1962,1962,1962,IMG_0035_,IMG_0035_3_4_0098SET_registered.tif,IMG_0035_2_4_0098SET_registered.tif,IMG_0035_1_4_0098SET_registered.tif,IMG_0035_5_4_0098SET_registered.tif,IMG_0035_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1814,3283,1963,1963,1963,IMG_0081_,IMG_0081_3_4_0098SET_registered.tif,IMG_0081_2_4_0098SET_registered.tif,IMG_0081_1_4_0098SET_registered.tif,IMG_0081_5_4_0098SET_registered.tif,IMG_0081_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1815,3284,1964,1964,1964,IMG_0095_,IMG_0095_3_4_0098SET_registered.tif,IMG_0095_2_4_0098SET_registered.tif,IMG_0095_1_4_0098SET_registered.tif,IMG_0095_5_4_0098SET_registered.tif,IMG_0095_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1816,3285,1965,1965,1965,IMG_0031_,IMG_0031_3_4_0098SET_registered.tif,IMG_0031_2_4_0098SET_registered.tif,IMG_0031_1_4_0098SET_registered.tif,IMG_0031_5_4_0098SET_registered.tif,IMG_0031_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1817,3286,1966,1966,1966,IMG_0021_,IMG_0021_3_4_0098SET_registered.tif,IMG_0021_2_4_0098SET_registered.tif,IMG_0021_1_4_0098SET_registered.tif,IMG_0021_5_4_0098SET_registered.tif,IMG_0021_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1818,3287,1967,1967,1967,IMG_0046_,IMG_0046_3_4_0098SET_registered.tif,IMG_0046_2_4_0098SET_registered.tif,IMG_0046_1_4_0098SET_registered.tif,IMG_0046_5_4_0098SET_registered.tif,IMG_0046_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1819,3288,1968,1968,1968,IMG_0060_,IMG_0060_3_4_0098SET_registered.tif,IMG_0060_2_4_0098SET_registered.tif,IMG_0060_1_4_0098SET_registered.tif,IMG_0060_5_4_0098SET_registered.tif,IMG_0060_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1820,3289,1969,1969,1969,IMG_0017_,IMG_0017_3_4_0098SET_registered.tif,IMG_0017_2_4_0098SET_registered.tif,IMG_0017_1_4_0098SET_registered.tif,IMG_0017_5_4_0098SET_registered.tif,IMG_0017_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1821,3290,1970,1970,1970,IMG_0096_,IMG_0096_3_4_0098SET_registered.tif,IMG_0096_2_4_0098SET_registered.tif,IMG_0096_1_4_0098SET_registered.tif,IMG_0096_5_4_0098SET_registered.tif,IMG_0096_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1822,3291,1971,1971,1971,IMG_0067_,IMG_0067_3_4_0098SET_registered.tif,IMG_0067_2_4_0098SET_registered.tif,IMG_0067_1_4_0098SET_registered.tif,IMG_0067_5_4_0098SET_registered.tif,IMG_0067_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1823,3292,1972,1972,1972,IMG_0061_,IMG_0061_3_4_0098SET_registered.tif,IMG_0061_2_4_0098SET_registered.tif,IMG_0061_1_4_0098SET_registered.tif,IMG_0061_5_4_0098SET_registered.tif,IMG_0061_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1824,3293,1973,1973,1973,IMG_0047_,IMG_0047_3_4_0098SET_registered.tif,IMG_0047_2_4_0098SET_registered.tif,IMG_0047_1_4_0098SET_registered.tif,IMG_0047_5_4_0098SET_registered.tif,IMG_0047_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1825,3294,1974,1974,1974,IMG_0077_,IMG_0077_3_4_0098SET_registered.tif,IMG_0077_2_4_0098SET_registered.tif,IMG_0077_1_4_0098SET_registered.tif,IMG_0077_5_4_0098SET_registered.tif,IMG_0077_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1826,3295,1975,1975,1975,IMG_0091_,IMG_0091_3_4_0098SET_registered.tif,IMG_0091_2_4_0098SET_registered.tif,IMG_0091_1_4_0098SET_registered.tif,IMG_0091_5_4_0098SET_registered.tif,IMG_0091_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1827,3296,1976,1976,1976,IMG_0065_,IMG_0065_3_4_0098SET_registered.tif,IMG_0065_2_4_0098SET_registered.tif,IMG_0065_1_4_0098SET_registered.tif,IMG_0065_5_4_0098SET_registered.tif,IMG_0065_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1828,3297,1977,1977,1977,IMG_0085_,IMG_0085_3_4_0098SET_registered.tif,IMG_0085_2_4_0098SET_registered.tif,IMG_0085_1_4_0098SET_registered.tif,IMG_0085_5_4_0098SET_registered.tif,IMG_0085_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
1829,3298,1978,1978,1978,IMG_0028_,IMG_0028_3_4_0098SET_registered.tif,IMG_0028_2_4_0098SET_registered.tif,IMG_0028_1_4_0098SET_registered.tif,IMG_0028_5_4_0098SET_registered.tif,IMG_0028_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
