,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
3139,511,511,511,IMG_0087_,IMG_0087_3_3_0027SET_registered.tif,IMG_0087_2_3_0027SET_registered.tif,IMG_0087_1_3_0027SET_registered.tif,IMG_0087_5_3_0027SET_registered.tif,IMG_0087_4_3_0027SET_registered.tif,Field86,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_barley,type7,../data/Field86/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
3140,512,512,512,IMG_0070_,IMG_0070_3_3_0027SET_registered.tif,IMG_0070_2_3_0027SET_registered.tif,IMG_0070_1_3_0027SET_registered.tif,IMG_0070_5_3_0027SET_registered.tif,IMG_0070_4_3_0027SET_registered.tif,Field86,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_barley,type7,../data/Field86/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
3141,513,513,513,IMG_0036_,IMG_0036_3_3_0027SET_registered.tif,IMG_0036_2_3_0027SET_registered.tif,IMG_0036_1_3_0027SET_registered.tif,IMG_0036_5_3_0027SET_registered.tif,IMG_0036_4_3_0027SET_registered.tif,Field86,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_barley,type7,../data/Field86/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
3142,514,514,514,IMG_0073_,IMG_0073_3_3_0027SET_registered.tif,IMG_0073_2_3_0027SET_registered.tif,IMG_0073_1_3_0027SET_registered.tif,IMG_0073_5_3_0027SET_registered.tif,IMG_0073_4_3_0027SET_registered.tif,Field86,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_barley,type7,../data/Field86/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
3143,1823,1823,1823,IMG_0103_,IMG_0103_3_0200SET_registered.tif,IMG_0103_2_0200SET_registered.tif,IMG_0103_1_0200SET_registered.tif,IMG_0103_5_0200SET_registered.tif,IMG_0103_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3144,1824,1824,1824,IMG_0027_,IMG_0027_3_0200SET_registered.tif,IMG_0027_2_0200SET_registered.tif,IMG_0027_1_0200SET_registered.tif,IMG_0027_5_0200SET_registered.tif,IMG_0027_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3145,1825,1825,1825,IMG_0092_,IMG_0092_3_0200SET_registered.tif,IMG_0092_2_0200SET_registered.tif,IMG_0092_1_0200SET_registered.tif,IMG_0092_5_0200SET_registered.tif,IMG_0092_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3146,1826,1826,1826,IMG_0102_,IMG_0102_3_0200SET_registered.tif,IMG_0102_2_0200SET_registered.tif,IMG_0102_1_0200SET_registered.tif,IMG_0102_5_0200SET_registered.tif,IMG_0102_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3147,1827,1827,1827,IMG_0018_,IMG_0018_3_0200SET_registered.tif,IMG_0018_2_0200SET_registered.tif,IMG_0018_1_0200SET_registered.tif,IMG_0018_5_0200SET_registered.tif,IMG_0018_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3148,1828,1828,1828,IMG_0030_,IMG_0030_3_0200SET_registered.tif,IMG_0030_2_0200SET_registered.tif,IMG_0030_1_0200SET_registered.tif,IMG_0030_5_0200SET_registered.tif,IMG_0030_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3149,1829,1829,1829,IMG_0020_,IMG_0020_3_0200SET_registered.tif,IMG_0020_2_0200SET_registered.tif,IMG_0020_1_0200SET_registered.tif,IMG_0020_5_0200SET_registered.tif,IMG_0020_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3150,1830,1830,1830,IMG_0095_,IMG_0095_3_0200SET_registered.tif,IMG_0095_2_0200SET_registered.tif,IMG_0095_1_0200SET_registered.tif,IMG_0095_5_0200SET_registered.tif,IMG_0095_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3151,1831,1831,1831,IMG_0017_,IMG_0017_3_0200SET_registered.tif,IMG_0017_2_0200SET_registered.tif,IMG_0017_1_0200SET_registered.tif,IMG_0017_5_0200SET_registered.tif,IMG_0017_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3152,1832,1832,1832,IMG_0060_,IMG_0060_3_0200SET_registered.tif,IMG_0060_2_0200SET_registered.tif,IMG_0060_1_0200SET_registered.tif,IMG_0060_5_0200SET_registered.tif,IMG_0060_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3153,1833,1833,1833,IMG_0107_,IMG_0107_3_0200SET_registered.tif,IMG_0107_2_0200SET_registered.tif,IMG_0107_1_0200SET_registered.tif,IMG_0107_5_0200SET_registered.tif,IMG_0107_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3154,1834,1834,1834,IMG_0083_,IMG_0083_3_0200SET_registered.tif,IMG_0083_2_0200SET_registered.tif,IMG_0083_1_0200SET_registered.tif,IMG_0083_5_0200SET_registered.tif,IMG_0083_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3155,1835,1835,1835,IMG_0025_,IMG_0025_3_0200SET_registered.tif,IMG_0025_2_0200SET_registered.tif,IMG_0025_1_0200SET_registered.tif,IMG_0025_5_0200SET_registered.tif,IMG_0025_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3156,1836,1836,1836,IMG_0074_,IMG_0074_3_0200SET_registered.tif,IMG_0074_2_0200SET_registered.tif,IMG_0074_1_0200SET_registered.tif,IMG_0074_5_0200SET_registered.tif,IMG_0074_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3157,1837,1837,1837,IMG_0047_,IMG_0047_3_0200SET_registered.tif,IMG_0047_2_0200SET_registered.tif,IMG_0047_1_0200SET_registered.tif,IMG_0047_5_0200SET_registered.tif,IMG_0047_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3158,1838,1838,1838,IMG_0031_,IMG_0031_3_0200SET_registered.tif,IMG_0031_2_0200SET_registered.tif,IMG_0031_1_0200SET_registered.tif,IMG_0031_5_0200SET_registered.tif,IMG_0031_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3159,1839,1839,1839,IMG_0110_,IMG_0110_3_0200SET_registered.tif,IMG_0110_2_0200SET_registered.tif,IMG_0110_1_0200SET_registered.tif,IMG_0110_5_0200SET_registered.tif,IMG_0110_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3160,1840,1840,1840,IMG_0119_,IMG_0119_3_0200SET_registered.tif,IMG_0119_2_0200SET_registered.tif,IMG_0119_1_0200SET_registered.tif,IMG_0119_5_0200SET_registered.tif,IMG_0119_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3161,1841,1841,1841,IMG_0084_,IMG_0084_3_0200SET_registered.tif,IMG_0084_2_0200SET_registered.tif,IMG_0084_1_0200SET_registered.tif,IMG_0084_5_0200SET_registered.tif,IMG_0084_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3162,1842,1842,1842,IMG_0099_,IMG_0099_3_0200SET_registered.tif,IMG_0099_2_0200SET_registered.tif,IMG_0099_1_0200SET_registered.tif,IMG_0099_5_0200SET_registered.tif,IMG_0099_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3163,1843,1843,1843,IMG_0106_,IMG_0106_3_0200SET_registered.tif,IMG_0106_2_0200SET_registered.tif,IMG_0106_1_0200SET_registered.tif,IMG_0106_5_0200SET_registered.tif,IMG_0106_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3164,1844,1844,1844,IMG_0058_,IMG_0058_3_0200SET_registered.tif,IMG_0058_2_0200SET_registered.tif,IMG_0058_1_0200SET_registered.tif,IMG_0058_5_0200SET_registered.tif,IMG_0058_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3165,1845,1845,1845,IMG_0026_,IMG_0026_3_0200SET_registered.tif,IMG_0026_2_0200SET_registered.tif,IMG_0026_1_0200SET_registered.tif,IMG_0026_5_0200SET_registered.tif,IMG_0026_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3166,1846,1846,1846,IMG_0046_,IMG_0046_3_0200SET_registered.tif,IMG_0046_2_0200SET_registered.tif,IMG_0046_1_0200SET_registered.tif,IMG_0046_5_0200SET_registered.tif,IMG_0046_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3167,1847,1847,1847,IMG_0052_,IMG_0052_3_0200SET_registered.tif,IMG_0052_2_0200SET_registered.tif,IMG_0052_1_0200SET_registered.tif,IMG_0052_5_0200SET_registered.tif,IMG_0052_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3168,1848,1848,1848,IMG_0089_,IMG_0089_3_0200SET_registered.tif,IMG_0089_2_0200SET_registered.tif,IMG_0089_1_0200SET_registered.tif,IMG_0089_5_0200SET_registered.tif,IMG_0089_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3169,1849,1849,1849,IMG_0043_,IMG_0043_3_0200SET_registered.tif,IMG_0043_2_0200SET_registered.tif,IMG_0043_1_0200SET_registered.tif,IMG_0043_5_0200SET_registered.tif,IMG_0043_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3170,1850,1850,1850,IMG_0109_,IMG_0109_3_0200SET_registered.tif,IMG_0109_2_0200SET_registered.tif,IMG_0109_1_0200SET_registered.tif,IMG_0109_5_0200SET_registered.tif,IMG_0109_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3171,1851,1851,1851,IMG_0059_,IMG_0059_3_0200SET_registered.tif,IMG_0059_2_0200SET_registered.tif,IMG_0059_1_0200SET_registered.tif,IMG_0059_5_0200SET_registered.tif,IMG_0059_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3172,1852,1852,1852,IMG_0011_,IMG_0011_3_0200SET_registered.tif,IMG_0011_2_0200SET_registered.tif,IMG_0011_1_0200SET_registered.tif,IMG_0011_5_0200SET_registered.tif,IMG_0011_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3173,1853,1853,1853,IMG_0078_,IMG_0078_3_0200SET_registered.tif,IMG_0078_2_0200SET_registered.tif,IMG_0078_1_0200SET_registered.tif,IMG_0078_5_0200SET_registered.tif,IMG_0078_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3174,1854,1854,1854,IMG_0042_,IMG_0042_3_0200SET_registered.tif,IMG_0042_2_0200SET_registered.tif,IMG_0042_1_0200SET_registered.tif,IMG_0042_5_0200SET_registered.tif,IMG_0042_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3175,1855,1855,1855,IMG_0077_,IMG_0077_3_0200SET_registered.tif,IMG_0077_2_0200SET_registered.tif,IMG_0077_1_0200SET_registered.tif,IMG_0077_5_0200SET_registered.tif,IMG_0077_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3176,1856,1856,1856,IMG_0037_,IMG_0037_3_0200SET_registered.tif,IMG_0037_2_0200SET_registered.tif,IMG_0037_1_0200SET_registered.tif,IMG_0037_5_0200SET_registered.tif,IMG_0037_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3177,1857,1857,1857,IMG_0087_,IMG_0087_3_0200SET_registered.tif,IMG_0087_2_0200SET_registered.tif,IMG_0087_1_0200SET_registered.tif,IMG_0087_5_0200SET_registered.tif,IMG_0087_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3178,1858,1858,1858,IMG_0062_,IMG_0062_3_0200SET_registered.tif,IMG_0062_2_0200SET_registered.tif,IMG_0062_1_0200SET_registered.tif,IMG_0062_5_0200SET_registered.tif,IMG_0062_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3179,1859,1859,1859,IMG_0067_,IMG_0067_3_0200SET_registered.tif,IMG_0067_2_0200SET_registered.tif,IMG_0067_1_0200SET_registered.tif,IMG_0067_5_0200SET_registered.tif,IMG_0067_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3180,1860,1860,1860,IMG_0120_,IMG_0120_3_0200SET_registered.tif,IMG_0120_2_0200SET_registered.tif,IMG_0120_1_0200SET_registered.tif,IMG_0120_5_0200SET_registered.tif,IMG_0120_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3181,1861,1861,1861,IMG_0012_,IMG_0012_3_0200SET_registered.tif,IMG_0012_2_0200SET_registered.tif,IMG_0012_1_0200SET_registered.tif,IMG_0012_5_0200SET_registered.tif,IMG_0012_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3182,1862,1862,1862,IMG_0028_,IMG_0028_3_0200SET_registered.tif,IMG_0028_2_0200SET_registered.tif,IMG_0028_1_0200SET_registered.tif,IMG_0028_5_0200SET_registered.tif,IMG_0028_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3183,1863,1863,1863,IMG_0082_,IMG_0082_3_0200SET_registered.tif,IMG_0082_2_0200SET_registered.tif,IMG_0082_1_0200SET_registered.tif,IMG_0082_5_0200SET_registered.tif,IMG_0082_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3184,1864,1864,1864,IMG_0088_,IMG_0088_3_0200SET_registered.tif,IMG_0088_2_0200SET_registered.tif,IMG_0088_1_0200SET_registered.tif,IMG_0088_5_0200SET_registered.tif,IMG_0088_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3185,1865,1865,1865,IMG_0096_,IMG_0096_3_0200SET_registered.tif,IMG_0096_2_0200SET_registered.tif,IMG_0096_1_0200SET_registered.tif,IMG_0096_5_0200SET_registered.tif,IMG_0096_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3186,1866,1866,1866,IMG_0061_,IMG_0061_3_0200SET_registered.tif,IMG_0061_2_0200SET_registered.tif,IMG_0061_1_0200SET_registered.tif,IMG_0061_5_0200SET_registered.tif,IMG_0061_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3187,1867,1867,1867,IMG_0080_,IMG_0080_3_0200SET_registered.tif,IMG_0080_2_0200SET_registered.tif,IMG_0080_1_0200SET_registered.tif,IMG_0080_5_0200SET_registered.tif,IMG_0080_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3188,1868,1868,1868,IMG_0041_,IMG_0041_3_0200SET_registered.tif,IMG_0041_2_0200SET_registered.tif,IMG_0041_1_0200SET_registered.tif,IMG_0041_5_0200SET_registered.tif,IMG_0041_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3189,1869,1869,1869,IMG_0035_,IMG_0035_3_0200SET_registered.tif,IMG_0035_2_0200SET_registered.tif,IMG_0035_1_0200SET_registered.tif,IMG_0035_5_0200SET_registered.tif,IMG_0035_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3190,1870,1870,1870,IMG_0055_,IMG_0055_3_0200SET_registered.tif,IMG_0055_2_0200SET_registered.tif,IMG_0055_1_0200SET_registered.tif,IMG_0055_5_0200SET_registered.tif,IMG_0055_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3191,1871,1871,1871,IMG_0104_,IMG_0104_3_0200SET_registered.tif,IMG_0104_2_0200SET_registered.tif,IMG_0104_1_0200SET_registered.tif,IMG_0104_5_0200SET_registered.tif,IMG_0104_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3192,1872,1872,1872,IMG_0069_,IMG_0069_3_0200SET_registered.tif,IMG_0069_2_0200SET_registered.tif,IMG_0069_1_0200SET_registered.tif,IMG_0069_5_0200SET_registered.tif,IMG_0069_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3193,1873,1873,1873,IMG_0094_,IMG_0094_3_0200SET_registered.tif,IMG_0094_2_0200SET_registered.tif,IMG_0094_1_0200SET_registered.tif,IMG_0094_5_0200SET_registered.tif,IMG_0094_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3194,1874,1874,1874,IMG_0038_,IMG_0038_3_0200SET_registered.tif,IMG_0038_2_0200SET_registered.tif,IMG_0038_1_0200SET_registered.tif,IMG_0038_5_0200SET_registered.tif,IMG_0038_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3195,1875,1875,1875,IMG_0045_,IMG_0045_3_0200SET_registered.tif,IMG_0045_2_0200SET_registered.tif,IMG_0045_1_0200SET_registered.tif,IMG_0045_5_0200SET_registered.tif,IMG_0045_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3196,1876,1876,1876,IMG_0057_,IMG_0057_3_0200SET_registered.tif,IMG_0057_2_0200SET_registered.tif,IMG_0057_1_0200SET_registered.tif,IMG_0057_5_0200SET_registered.tif,IMG_0057_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3197,1877,1877,1877,IMG_0024_,IMG_0024_3_0200SET_registered.tif,IMG_0024_2_0200SET_registered.tif,IMG_0024_1_0200SET_registered.tif,IMG_0024_5_0200SET_registered.tif,IMG_0024_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3198,1878,1878,1878,IMG_0065_,IMG_0065_3_0200SET_registered.tif,IMG_0065_2_0200SET_registered.tif,IMG_0065_1_0200SET_registered.tif,IMG_0065_5_0200SET_registered.tif,IMG_0065_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3199,1879,1879,1879,IMG_0105_,IMG_0105_3_0200SET_registered.tif,IMG_0105_2_0200SET_registered.tif,IMG_0105_1_0200SET_registered.tif,IMG_0105_5_0200SET_registered.tif,IMG_0105_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3200,1880,1880,1880,IMG_0054_,IMG_0054_3_0200SET_registered.tif,IMG_0054_2_0200SET_registered.tif,IMG_0054_1_0200SET_registered.tif,IMG_0054_5_0200SET_registered.tif,IMG_0054_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3201,1881,1881,1881,IMG_0021_,IMG_0021_3_0200SET_registered.tif,IMG_0021_2_0200SET_registered.tif,IMG_0021_1_0200SET_registered.tif,IMG_0021_5_0200SET_registered.tif,IMG_0021_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3202,1882,1882,1882,IMG_0023_,IMG_0023_3_0200SET_registered.tif,IMG_0023_2_0200SET_registered.tif,IMG_0023_1_0200SET_registered.tif,IMG_0023_5_0200SET_registered.tif,IMG_0023_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3203,1883,1883,1883,IMG_0097_,IMG_0097_3_0200SET_registered.tif,IMG_0097_2_0200SET_registered.tif,IMG_0097_1_0200SET_registered.tif,IMG_0097_5_0200SET_registered.tif,IMG_0097_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3204,1884,1884,1884,IMG_0056_,IMG_0056_3_0200SET_registered.tif,IMG_0056_2_0200SET_registered.tif,IMG_0056_1_0200SET_registered.tif,IMG_0056_5_0200SET_registered.tif,IMG_0056_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3205,1885,1885,1885,IMG_0070_,IMG_0070_3_0200SET_registered.tif,IMG_0070_2_0200SET_registered.tif,IMG_0070_1_0200SET_registered.tif,IMG_0070_5_0200SET_registered.tif,IMG_0070_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3206,1886,1886,1886,IMG_0049_,IMG_0049_3_0200SET_registered.tif,IMG_0049_2_0200SET_registered.tif,IMG_0049_1_0200SET_registered.tif,IMG_0049_5_0200SET_registered.tif,IMG_0049_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3207,1887,1887,1887,IMG_0033_,IMG_0033_3_0200SET_registered.tif,IMG_0033_2_0200SET_registered.tif,IMG_0033_1_0200SET_registered.tif,IMG_0033_5_0200SET_registered.tif,IMG_0033_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3208,1888,1888,1888,IMG_0040_,IMG_0040_3_0200SET_registered.tif,IMG_0040_2_0200SET_registered.tif,IMG_0040_1_0200SET_registered.tif,IMG_0040_5_0200SET_registered.tif,IMG_0040_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3209,1889,1889,1889,IMG_0066_,IMG_0066_3_0200SET_registered.tif,IMG_0066_2_0200SET_registered.tif,IMG_0066_1_0200SET_registered.tif,IMG_0066_5_0200SET_registered.tif,IMG_0066_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3210,1890,1890,1890,IMG_0075_,IMG_0075_3_0200SET_registered.tif,IMG_0075_2_0200SET_registered.tif,IMG_0075_1_0200SET_registered.tif,IMG_0075_5_0200SET_registered.tif,IMG_0075_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3211,1891,1891,1891,IMG_0098_,IMG_0098_3_0200SET_registered.tif,IMG_0098_2_0200SET_registered.tif,IMG_0098_1_0200SET_registered.tif,IMG_0098_5_0200SET_registered.tif,IMG_0098_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3212,1892,1892,1892,IMG_0123_,IMG_0123_3_0200SET_registered.tif,IMG_0123_2_0200SET_registered.tif,IMG_0123_1_0200SET_registered.tif,IMG_0123_5_0200SET_registered.tif,IMG_0123_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
3213,1893,1893,1893,IMG_0072_,IMG_0072_3_0200SET_registered.tif,IMG_0072_2_0200SET_registered.tif,IMG_0072_1_0200SET_registered.tif,IMG_0072_5_0200SET_registered.tif,IMG_0072_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
